Judge Identification Number,Judge Last Name,Judge First Name,Judge Middle Name,Suffix,Birth month,Birth day,Birth year,Place of Birth (City),Place of Birth (State),Death month,Death day,Death year,Place of Death (City),Place of Death (State),Gender,Race or Ethnicity,Judge Identification Number,Court Name,Court Type,President name,Party Affiliation of President,Renominating President name,Party Affiliation of Renominating President,Nomination Date Senate Executive Journal,ABA Rating,Recess Appointment date,Vice last name (predecessor),Vice first name (predecessor),Authorization legislation,Referral date (referral to Judicial Committee),Report number,Committee action,Committee action date,Hearings,Senate voice vote,Senate vote Ayes/Nays,Senate Vote Date (Confirmation Date),Commission Date,Date of Service as Chief Judge (begin),Date of Service as Chief Judge (end),Second Date of Service as Chief Judge (begin),Second Date of Service as Chief Judge (end),Retirement from Active Service,Date of Termination,Termination specific reason,Judge Identification Number,Court Name (2),Court Type (2),President name (2),Party Affiliation of President (2),Renominating President name (2),Party Affiliation of Renominating President (2),Nomination Date Senate Executive Journal (2),ABA Rating (2),Recess Appointment date (2),Vice last name (predecessor) (2),Vice first name (predecessor) (2),Authorization legislation (2),referral date (referral to Judicial Committee) (2),Report number (2),committee action (2),Committee action date (2),Hearings (2),Senate voice vote (2),Senate vote Ayes/Nays (2),Senate Vote Date (Confirmation Date) (2),Commission Date (2),Date of Service as Chief Judge (begin) (2),Date of Service as Chief Judge (end) (2),Second Date of Service as Chief Judge (begin) (2),Second Date of Service as Chief Judge (end) (2),Retirement from Active Service (2),Date of Termination (2),Termination specific reason (2),Judge Identification Number,Court Name (3),Court Type (3),President name (3),Party Affiliation of President (3),Renominating President name (3),Party Affiliation of Renominating President (3),Nomination Date Senate Executive Journal (3),ABA Rating (3),Recess Appointment date (3),Vice last name (predecessor) (3),Vice first name (predecessor) (3),Authorization legislation (3),referral date (referral to Judicial Committee) (3),Report number (3),committee action (3),Committee action date (3),Hearings (3),Senate voice vote (3),Senate vote Ayes/Nays (3),Senate Vote Date (Confirmation Date) (3),Commission Date (3),Date of Service as Chief Judge (begin) (3),Date of Service as Chief Judge (end) (3),Second Date of Service as Chief Judge (begin) (3),Second Date of Service as Chief Judge (end) (3),Retirement from Active Service (3),Date of Termination (3),Termination specific reason (3),Judge Identification Number,Court Name (4),Court Type (4),President name (4),Party Affiliation of President (4),Renominating President name (4),Party Affiliation of Renominating President (4),Nomination Date Senate Executive Journal (4),ABA Rating (4),Recess Appointment date (4),Vice last name (predecessor) (4),Vice first name (predecessor) (4),Authorization legislation (4),referral date (referral to Judicial Committee) (4),Report number (4),committee action (4),Committee action date (4),Hearings (4),Senate voice vote (4),Senate vote Ayes/Nays (4),Senate Vote Date (Confirmation Date) (4),Commission Date (4),Date of Service as Chief Judge (begin) (4),Date of Service as Chief Judge (end) (4),Second Date of Service as Chief Judge (begin) (4),Second Date of Service as Chief Judge (end) (4),Retirement from Active Service (4),Date of Termination (4),Termination specific reason (4),Judge Identification Number,Court Name (5),Court Type (5),President name (5),Party Affiliation of President (5),Renominating President name (5),Party Affiliation of Renominating President (5),Nomination Date Senate Executive Journal (5),ABA Rating (5),Recess Appointment date (5),Vice last name (predecessor) (5),Vice first name (predecessor) (5),Authorization legislation (5),referral date (referral to Judicial Committee) (5),Report number (5),committee action (5),Committee action date (5),Hearings (5),Senate voice vote (5),Senate vote Ayes/Nays (5),Senate Vote Date (Confirmation Date) (5),Commission Date (5),Date of Service as Chief Judge (begin) (5),Date of Service as Chief Judge (end) (5),Second Date of Service as Chief Judge (begin) (5),Second Date of Service as Chief Judge (end) (5),Retirement from Active Service (5),Date of Termination (5),Termination specific reason (5),Judge Identification Number,Court Name (6),Court Type (6),President name (6),Party Affiliation of President (6),Nomination Date Senate Executive Journal (6),Renominating President name (6),Party Affiliation of Renominating President (6),ABA Rating (6),Recess Appointment date (6),Vice last name (predecessor) (6),Vice first name (predecessor) (6),Authorization legislation (6),referral date (referral to Judicial Committee) (6),Report number (6),committee action (6),Committee action date (6),Hearings (6),Senate voice vote (6),Senate vote Ayes/Nays (6),Senate Vote Date (Confirmation Date) (6),Commission Date (6),Date of Service as Chief Judge (begin) (6),Date of Service as Chief Judge (end) (6),Second Date of Service as Chief Judge (begin) (6),Second Date of Service as Chief Judge (end) (6),Retirement from Active Service (6),Date of Termination (6),Termination specific reason (6),Name of School,Degree,Degree year,Name of School (2),Degree (2),Degree year (2),Name of School (3),Degree (3),Degree year (3),Name of School (4),Degree (4),Degree year (4),Name of School (5),Degree  (5),Degree year (5),Employment text field,Bankruptcy and Magistrate service
1274,Kidd,William,Matthew, ,6,15,1918,Burnsville,WV,12,20,1998,Morgantown,WV,M,White,1274,"U. S. District Court, Southern District of West Virginia",USDC,Jimmy Carter,Democratic,,,11/30/1979,Not Qualified By Reason of Age,,new, ,92 Stat. 1629,11/30/1979, ,Reported With Recommendation,12/20/1979, ,Yes, ,12/20/1979,12/21/1979,,,,,,01/14/1983,Reassignment,1274,"U. S. District Court, Northern District of West Virginia",USDC,Reassignment,Reassignment,,,, ,,new, ,96 Stat. 2601,, , ,, , , ,,01/14/1983,,,,,01/15/1990,12/20/1998,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Virginia University College of Law,LL.B.,1950,,,,,,,,,,,,,"U.S. Navy, 1942-1945<BR>State delegate, West Virginia, 1950-1952<BR>Private practice, West Virginia, 1952-1974<BR>Prosecutor, Braxton County, West Virginia, 1962-1970<BR>Judge, West Virginia Circuit Court, Fourteenth Judicial Circuit, 1974-1979; chief judge, 1976-1979",
1275,Kiley,Roger,Joseph, ,10,23,1900,Chicago,IL,9,6,1974, , ,M,White,1275,U. S. Court of Appeals for the Seventh Circuit,USCA,John F. Kennedy,Democratic,,,06/20/1961, ,,Parkinson,William Lynn, ,06/20/1961, ,Reported With Recommendation,06/27/1961, ,Yes, ,06/27/1961,06/30/1961,,,,,01/01/1974,09/06/1974,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notre Dame Law School,LL.B.,1923,,,,,,,,,,,,,"Assistant football coach, 1922-1927, 1930-1932; University of Notre Dame, 1922; Loyola University, 1923-1927; Auburn University, 1930-1932<BR>Professional football player, Chicago Cardinals, National Football League, 1923<BR>Private practice, Chicago, Illinois, 1933-1940<BR>Alderman, Chicago, Illinois, 1933-1940<BR>Judge, Superior Court of Cook County [Illinois], 1940<BR>Judge, Illinois Appellate Court, First District, 1941-1961",
1277,Kilkenny,John,Francis, ,10,26,1901,Heppner,OR,2,17,1995,Beaverton,OR,M,White,1277,"U. S. District Court, District of Oregon",USDC,Dwight D. Eisenhower,Republican,,,02/19/1959, ,,McColloch,Claude, ,02/19/1959, ,Reported With Recommendation,07/27/1959, ,Yes, ,07/28/1959,07/30/1959,,,,,,09/26/1969,Appointment to Another Judicial Position,1277,U. S. Court of Appeals for the Ninth Circuit,USCA,Richard M. Nixon,Republican,,,05/12/1969,Exceptionally Well Q,,new, ,82 Stat. 184,05/12/1969, ,Reported With Recommendation,09/09/1969, ,Yes, ,09/12/1969,09/16/1969,,,,,11/01/1971,02/17/1995,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notre Dame Law School,LL.B.,1925,,,,,,,,,,,,,"Private practice, Pendleton, Oregon, 1926-1959",
1278,Killits,John,Milton, ,10,7,1858,Lithopolis,OH,9,13,1938, , ,M,White,1278,"U. S. District Court, Northern District of Ohio",USDC,William H. Taft,Republican,,,06/21/1910, ,,new, ,36 Stat. 202,06/21/1910, ,Reported With Recommendation,06/24/1910, ,Yes, ,06/24/1910,06/24/1910,,,,,10/06/1928,09/13/1938,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williams College,A.B.,1880,Columbian University School of Law (now George Washington University Law School),LL.B.,1885,Columbian University School of Law (now George Washington University Law School),LL.M.,1886,Williams College,A.M.,1887,,,,"Private practice, Bryan, Ohio, 1888-1904<BR>Prosecutor, Williams County, Ohio, 1893-1899<BR>Judge, Ohio Court of Common Pleas, Third Judicial District, 1905-1910",
2812,Kilty,William, , , , ,1757,London,England,10,10,1821,Annapolis,MD,M,White,2812,"Circuit Court of the District of Columbia USCC, Chief Judge",USCC,Thomas Jefferson,Jeffersonian Republican,,,01/06/1802, ,03/23/1801,new, ,2 Stat. 103,, , ,, ,Yes, ,01/26/1802,01/26/1802,,,,,,01/27/1806,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"College of St. Omer, France", , ,Read law, , ,,,,,,,,,,"Continental Army, 4th Maryland Regiment, 1778-1783; surgeon`s mate, 1778-1780; surgeon, 1780-1783<BR>Compiler of the laws, State of Maryland, 1798-1800<BR>Chancellor, State of Maryland, 1806-1821",
2737,Kimball,Dale,A., ,,,1939,Provo,UT, , , , , ,M,White,2737,"U. S. District Court, District of Utah",USDC,William J. Clinton,Democratic,,,09/04/1997,Well Qualified,,Winder,David Keith, ,09/04/1997, ,Reported With Recommendation,10/09/1997,9/30/1997,Yes, ,10/21/1997,10/24/1997,,,,,11/30/2009,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brigham Young University,B.A.,1964,University of Utah College of Law,J.D.,1967,,,,,,,,,,"Private practice, Salt Lake City, Utah, 1967-1974, 1975-1997<BR>Faculty, Brigham Young Law School, 1974-1979; associate professor, 1974-1976; adjunct professor, 1976-1979<BR>",
3308,Kincheloe,David,Hayes, ,4,9,1877,Sacramento,KY,4,16,1950,Washington,DC,M,White,3308,U. S. Customs Court,U. S. Customs Court,Herbert Hoover,Republican,,,12/04/1930, ,09/22/1930,Weller,George E., ,12/04/1930, ,Reported With Recommendation,01/19/1931, ,Yes, ,01/22/1931,01/29/1931,,,,,,04/30/1948,Retirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowling Green Business College (now Western Kentucky University),B.S.,1898,Read law, , ,,,,,,,,,,"Private practice, Calhoun, Kentucky, 1899-1902<br>Prosecutor, Mclean County, Kentucky, 1902-1906<br>Private practice, Madisonville, Kentucky, 1906-1915<br>U.S. representative from Kentucky, 1915-1930<br>",
1279,King,Alexander,Campbell, ,12,7,1856,Charleston,SC,7,25,1926,Flat Rock,NC,M,White,1279,U. S. Court of Appeals for the Fifth Circuit,USCA,Woodrow Wilson,Democratic,,,04/29/1920, ,,Pardee,Don Albert, ,04/29/1920, ,Reported With Recommendation,05/24/1920, ,Yes, ,05/24/1920,05/24/1920,,,,,,12/31/1924,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law, ,1875,,,,,,,,,,,,,"Private practice, Atlanta, Georgia, 1875-1918, 1925-1926<BR>Solicitor general of the United States, 1918-1920",
1963,King,Carolyn,Dineen, ,,,1938,Syracuse,NY, , , , , ,F,White,1963,U. S. Court of Appeals for the Fifth Circuit,USCA,Jimmy Carter,Democratic,,,04/30/1979,Qualified,,new, ,92 Stat. 1629,04/30/1979, ,Reported With Recommendation,07/10/1979, ,Yes, ,07/12/1979,07/13/1979,1999,2006,,,12/31/2013,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smith College,B.A.,1959,Yale Law School,LL.B.,1962,,,,,,,,,,"Private practice, Houston, Texas, 1962-1979<BR><BR>Nominated and served until January 1, 1988, under the name Carolyn Dineen Randall.",
2769,King,Garr,M., ,,,1936,Pocatello,ID, , , , , ,M,White,2769,"U. S. District Court, District of Oregon",USDC,William J. Clinton,Democratic,,,10/08/1997,Qualified,,Frye,Helen J., ,10/08/1997, ,Reported With Recommendation,03/26/1998,3/18/1998,Yes, ,04/27/1998,04/30/1998,,,,,01/30/2009,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Utah, , ,Northwestern School of Law of Lewis and Clark College,LL.B.,1963,,,,,,,,,,"Deputy district attorney, Multnomah County, Oregon, 1963-1966<BR>Private practice, Portland, Oregon, 1966-1998",
1280,King,George,H., ,,,1951,Shanghai,China, , , , , ,M,Asian American,1280,"U. S. District Court, Central District of California",USDC,William J. Clinton,Democratic,,,04/27/1995,Well Qualified,,new, ,104 Stat. 5089,04/27/1995, ,Reported With Recommendation,06/29/1995, ,Yes, ,06/30/1995,06/30/1995,2012,2016,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Los Angeles",A.B.,1971,University of Southern California Gould School of Law,J.D.,1974,,,,,,,,,,"Private practice, Los Angeles, California, 1974-1975, 1979-1986<BR>Assistant U.S. attorney, Central District of California, 1975-1979<BR>Hearing examiner, Los Angeles [California] Police Commission, 1980-1982","U.S. Magistrate, U.S. District Court, Central District of California, 1987-1995"
1281,King,James,Lawrence, ,,,1927,Miami,FL, , , , , ,M,White,1281,"U. S. District Court, Southern District of Florida",USDC,Richard M. Nixon,Republican,,,10/07/1970,Qualified,,new, ,84 Stat. 294,10/07/1970, ,Reported With Recommendation,10/13/1970, ,Yes, ,10/13/1970,10/19/1970,1984,1991,,,12/20/1992,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Florida,B.A.E.,1949,University of Florida College of Law,LL.B.,1953,,,,,,,,,,"U.S. Air Force, 1953-1955<BR>Private practice, Miami, Florida, 1953-1964<BR>Member, Florida Board of Regents, 1964<BR>Judge, Circuit Court of Florida, Eleventh Judicial Circuit, 1964-1970<BR>Associate justice, Florida Supreme Court, 1965<BR>Associate justice, Florida District Court of Appeal, Third District, 1966-1967",
2790,King,Robert,Bruce, ,,,1940,White Sulphur Springs,WV, , , , , ,M,White,2790,U. S. Court of Appeals for the Fourth Circuit,USCA,William J. Clinton,Democratic,,,06/24/1998,Well Qualified,,Hall,Kenneth K., ,06/24/1998, ,Reported With Recommendation,09/17/1998,9/9/1998,Yes, ,10/08/1998,10/09/1998,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Virginia University,B.A.,1961,West Virginia University College of Law,J.D.,1968,,,,,,,,,,"Law clerk, Hon. John A. Field, U.S. District Court, Southern District of West Virginia, 1968-1969<BR>Private practice, Lewisburg, West Virginia, 1969-1970<BR>Assistant U.S. attorney, Southern District of West Virginia, 1970-1974<BR>Private practice, Charleston, West Virginia,  1975-1977, 1981-1998<BR>U.S. attorney for the Southern District of West Virginia, 1977-1981",
1282,King,Samuel,Pailthorpe, ,4,13,1916,Hankow,China,12,7,2010,Honolulu,HI,M,Pac. Isl./White,1282,"U. S. District Court, District of Hawaii",USDC,Richard M. Nixon,Republican,,,05/22/1972,Qualified,,Tavares,C. Nils, ,05/22/1972, ,Reported With Recommendation,06/27/1972, ,Yes, ,06/28/1972,06/28/1972,1974,1984,,,11/30/1984,12/07/2010,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale University,B.S.,1937,Yale Law School,LL.B.,1940,,,,,,,,,,"Private practice, Honolulu, Hawaii, 1941-1942, 1946-1961, 1970-1972<BR>Private practice, Washington, D.C., 1942<BR>U.S. Navy, 1942-1946<BR>U.S. Naval Reserve, 1946-1967<BR>District magistrate, City and County of Honolulu, Hawaii, 1956-1961<BR>Judge, Circuit Court of Hawaii, First Judicial Circuit, 1961-1970<BR>Judge, Family Court of Hawaii, First Judicial Circuit, 1966-1970",
2971,Kinkeade,James,E., ,,,1951,Denton,TX, , , , , ,M,White,2971,"U. S. District Court, Northern District of Texas",USDC,George W. Bush,Republican,,,07/18/2002,Well Qualified,,Kendall,Joe, ,, ,Reported With Recommendation,10/08/2002,9/26/2002,Yes, ,11/14/2002,11/15/2002,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baylor University,B.A.,1973,Baylor University School of Law,J.D.,1974,University of Virginia School of Law,LL.M.,1998,,,,,,,"Law clerk in private practice, Texas, 1974-1975<br>Private practice, Texas, 1975-1980<br>Associate judge, Irving [Texas] Municipal Court, 1976-1980<BR> Judge, Dallas County [Texas] Criminal Court Number Ten, 1981<br>Judge, Dallas County [Texas] One Hundred and Ninety-Fourth District Court, 1981-1988<br>Adjunct professor, Texas Wesleyan School of Law, 1981-2002<br>Justice, Fifth Court of Appeals of Texas, 1988-2002",
1283,Kinneary,Joseph,Peter, ,9,19,1905,Cincinnati,OH,2,14,2003,Upper Arlington,OH,M,White,1283,"U. S. District Court, Southern District of Ohio",USDC,Lyndon B. Johnson,Democratic,,,06/28/1966,Well Qualified,,Underwood,Mell Gilbert, ,06/28/1966, ,Reported With Recommendation,07/21/1966, ,Yes, ,07/22/1966,07/22/1966,1973,1975,,,12/31/1986,02/14/2003,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Notre Dame,B.A.,1928,University of Cincinnati College of Law,LL.B.,1935,,,,,,,,,,"Private practice, Cincinnati and Columbus, Ohio, 1935-1961<BR>Assistant attorney general, State of Ohio, 1937-1939<BR>U.S. Army captain, World War II<BR>Lecturer, University of Cincinnati College of Law, 1948<BR>First assistant attorney general, State of Ohio, 1949-1951<BR>Special counsel, Attorney General`s Office, State of Ohio, 1959-1961<BR>U.S. attorney for the Southern District of Ohio, 1961-1966<BR>",
1284,Kirkland,Alfred,Younges,Sr.,10,6,1917,Elgin,IL,3,19,2004,Elgin,IL,M,White,1284,"U. S. District Court, Northern District of Illinois",USDC,Gerald Ford,Republican,,,12/11/1974,Well Qualified,,Bauer,William J., ,12/11/1974, ,Reported With Recommendation,12/18/1974, ,Yes, ,12/19/1974,12/21/1974,,,,,04/30/1979,03/19/2004,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Illinois,B.A.,1941,University of Illinois College of Law,J.D.,1943,,,,,,,,,,"Private practice, Chicago, Illinois, 1943<BR>U.S. Army lieutenant, Infantry, 1943-1946<BR>Private practice, Elgin, Illinois, 1946-1973<BR>Special assistant attorney general, State of Illinois, 1969-1973<BR>Judge, Illinois Circuit Court, Sixteenth Judicial Circuit, 1973-1974",
1285,Kirkland,James,Robert, ,2,15,1903,Wilmington,DE,2,25,1958,Wilmington,DE,M,White,1285,U. S. District Court for the District of Columbia,USDC,Harry S Truman,Democratic,,,01/05/1950, ,10/21/1949,new, ,63 Stat. 493,01/05/1950, ,Reported With Recommendation,03/04/1950, ,Yes, ,03/08/1950,03/09/1950,,,,,,02/25/1958,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Washington University,A.B.,1927,George Washington University Law School,LL.B.,1928,George Washington University Law School,LL.M.,1929,Benjamin Franklin University (now George Washington University),B.C.S.,1930,,,,"U.S. Naval Reserve commander<BR>Assistant U.S. attorney, District of Columbia, 1929-1934<BR>Private practice, Washington, D.C., 1934-1949<BR>Counsel, U.S. Senate Committee on the District of Columbia, 1947-1949<BR><BR>Nominated to U.S. District Court for the District of Columbia, October 17, 1949; no Senate vote",
1286,Kirkpatrick,Andrew, , ,10,8,1844,Washington,DC,5,3,1904,Newark,NJ,M,White,1286,"U. S. District Court, District of New Jersey",USDC,Grover Cleveland,Democratic,,,12/08/1896, ,11/20/1896,Green,Edward T., ,12/09/1896, ,Reported With Recommendation,12/14/1986, ,Yes, ,12/15/1896,12/15/1896,,,,,,05/03/1904,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Union College,B.A.,1863,Read law, ,1866,,,,,,,,,,"Private practice, Newark, New Jersey, 1866-1885<BR>Judge, Essex County [New Jersey] Court of Common Pleas, 1885-1896",
1287,Kirkpatrick,William,Huntington, ,10,2,1885,Easton,PA,11,28,1970,Cumberstone,MD,M,White,1287,"U. S. District Court, Eastern District of Pennsylvania",USDC,Calvin Coolidge,Republican,,,03/03/1927, ,,new, ,44  Stat. 1347,03/03/1927, ,Reported With Recommendation,03/03/1927, ,Yes, ,03/03/1927,03/03/1927,1948,1958,,,05/01/1958,11/28/1970,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lafayette College,A.B.,1905,University of Pennsylvania Law School, , ,,,,,,,,,,"Private practice, Easton, Pennsylvania, 1908-&nbsp;&nbsp;&nbsp;&nbsp;, 1923-1927<BR>U.S. Army lieutenant colonel, World War I<BR>U.S. representative from Pennsylvania, 1921-1923",
1288,Kiser,Jackson,L., ,,,1929,Welch,WV, , , , , ,M,White,1288,"U. S. District Court, Western District of Virginia",USDC,Ronald Reagan,Republican,,,11/04/1981,Well Qualified,,new, ,92 Stat. 1629,11/04/1981, ,Reported With Recommendation,12/01/1981, ,Yes, ,12/03/1981,12/03/1981,1993,1997,,,04/30/1997,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concord College,B.A.,1951,Washington and Lee University School of Law,LL.B.,1952,,,,,,,,,,"U.S. Army, JAG Corps, 1952-1955<BR>U.S. Army Reserve captain, 1955-1961<BR>Commissioner, U.S. District Court, Western District of Virginia, 1956-1958<BR>Assistant U.S. attorney, Western District of Virginia, 1958-1961<BR>Private practice, Martinsville, Virginia, 1961-1982",
1289,Kitchen,John,Joseph, ,12,29,1911,Camden,NJ,9,21,1973, , ,M,White,1289,"U. S. District Court, District of New Jersey",USDC,Richard M. Nixon,Republican,,,10/07/1970,Qualified,,new, ,84 Stat. 294,10/07/1970, ,Reported Without Recommendation,10/13/1970, ,Yes, ,10/13/1970,10/16/1970,,,,,,09/21/1973,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Pennsylvania,A.B.,1933,South Jersey Law School (now Rutgers School of Law -- Camden),LL.B.,1937,,,,,,,,,,"Clerk, registrar of deeds, Camden County, New Jersey, 1938-1939<BR>Private practice, Woodbury, New Jersey, 1939-1942, 1946-1962<BR>Special agent, Federal Bureau of Investigation, 1942-1946<BR>Deputy attorney general, State of New Jersey, 1946-1953<BR>Solicitor, Logan Township, New Jersey, 1947-1961<BR>Solicitor, Mantua Township, New Jersey, 1960-1962<BR>Judge, West Deptford [New Jersey] Municipal Court, 1955-1959<BR>Judge, Westville [New Jersey] Municipal Court, 1957-1959<BR>Judge, Superior Court of Gloucester County [New Jersey], 1962-1970",
2970,Klausner,Robert,G., ,,,1941,Los Angeles,CA, , , , , ,M,White,2970,"U. S. District Court, Central District of California",USDC,George W. Bush,Republican,,,07/18/2002,Well Qualified,,Keller,William D., ,, ,Reported With Recommendation,10/08/2002,10/7/2002,Yes, ,11/14/2002,11/15/2002,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Notre Dame,B.A.,1963,University of Notre Dame,B.S.,1964,"Loyola Law School, Los Angeles, California",J.D.,1967,,,,,,,"U.S. Army, 1967-1969<br>Deputy district attorney, Los Angeles County, California, 1969-1974<br>Commissioner, Pasadena [California] Municipal Court, 1974-1980<br>Judge, Pasadena [California] Municipal Court, 1980-1985<br>Judge, Superior Court of California, County of Los Angeles, 1985-2002",
